"","Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor","Date"
"3595",2020,2,3,"Sants-Montjuïc",18,"Sants","Nou. Milers d'euros","460.0",2020-04-01
"3596",2020,2,4,"Les Corts",19,"les Corts","Nou. Milers d'euros","605.6",2020-04-01
"3597",2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Milers d'euros","377.3",2020-04-01
"3598",2020,2,4,"Les Corts",21,"Pedralbes","Nou. Milers d'euros","N/A",2020-04-01
"3599",2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Milers d'euros","N/A",2020-04-01
"3600",2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Milers d'euros","1483.0",2020-04-01
"3601",2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Milers d'euros","N/A",2020-04-01
"3602",2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Milers d'euros","420.0",2020-04-01
"3603",2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Milers d'euros","377.6",2020-04-01
"3604",2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Milers d'euros","661.0",2020-04-01
"3605",2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Milers d'euros","N/A",2020-04-01
"3606",2020,2,6,"Gràcia",29,"el Coll","Nou. Milers d'euros","328.4",2020-04-01
"3607",2020,2,6,"Gràcia",30,"la Salut","Nou. Milers d'euros","N/A",2020-04-01
"3608",2020,2,6,"Gràcia",31,"la Vila de Gràcia","Nou. Milers d'euros","779.7",2020-04-01
"3609",2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Milers d'euros","793.3",2020-04-01
"3610",2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Milers d'euros","N/A",2020-04-01
"3611",2020,2,7,"Horta-Guinardó",34,"Can Baró","Nou. Milers d'euros","N/A",2020-04-01
"3612",2020,2,7,"Horta-Guinardó",35,"el Guinardó","Nou. Milers d'euros","N/A",2020-04-01
"3613",2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Milers d'euros","N/A",2020-04-01
"3614",2020,2,7,"Horta-Guinardó",37,"el Carmel","Nou. Milers d'euros","139.3",2020-04-01
"3615",2020,2,7,"Horta-Guinardó",38,"la Teixonera","Nou. Milers d'euros","178.3",2020-04-01
"3616",2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Milers d'euros","47.1",2020-04-01
"3617",2020,2,7,"Horta-Guinardó",40,"Montbau","Nou. Milers d'euros","N/A",2020-04-01
"3618",2020,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Milers d'euros","180.0",2020-04-01
"3619",2020,2,7,"Horta-Guinardó",42,"la Clota","Nou. Milers d'euros","N/A",2020-04-01
"3620",2020,2,7,"Horta-Guinardó",43,"Horta","Nou. Milers d'euros","324.5",2020-04-01
"3621",2020,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Milers d'euros","N/A",2020-04-01
"3622",2020,2,8,"Nou Barris",45,"Porta","Nou. Milers d'euros","N/A",2020-04-01
"3623",2020,2,8,"Nou Barris",46,"el Turó de la Peira","Nou. Milers d'euros","N/A",2020-04-01
"3624",2020,2,8,"Nou Barris",47,"Can Peguera","Nou. Milers d'euros","N/A",2020-04-01
"3625",2020,2,8,"Nou Barris",48,"la Guineueta","Nou. Milers d'euros","N/A",2020-04-01
"3626",2020,2,8,"Nou Barris",49,"Canyelles","Nou. Milers d'euros","N/A",2020-04-01
"3627",2020,2,8,"Nou Barris",50,"les Roquetes","Nou. Milers d'euros","N/A",2020-04-01
"3628",2020,2,8,"Nou Barris",51,"Verdun","Nou. Milers d'euros","N/A",2020-04-01
"3629",2020,2,8,"Nou Barris",52,"la Prosperitat","Nou. Milers d'euros","N/A",2020-04-01
"3630",2020,2,8,"Nou Barris",53,"la Trinitat Nova","Nou. Milers d'euros","N/A",2020-04-01
"3631",2020,2,8,"Nou Barris",54,"Torre Baró","Nou. Milers d'euros","N/A",2020-04-01
"3632",2020,2,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Milers d'euros","N/A",2020-04-01
"3633",2020,2,8,"Nou Barris",56,"Vallbona","Nou. Milers d'euros","N/A",2020-04-01
"3634",2020,2,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Milers d'euros","N/A",2020-04-01
"3635",2020,2,9,"Sant Andreu",58,"Baró de Viver","Nou. Milers d'euros","N/A",2020-04-01
"3636",2020,2,9,"Sant Andreu",59,"el Bon Pastor","Nou. Milers d'euros","N/A",2020-04-01
"3637",2020,2,9,"Sant Andreu",60,"Sant Andreu","Nou. Milers d'euros","302.0",2020-04-01
"3638",2020,2,9,"Sant Andreu",61,"la Sagrera","Nou. Milers d'euros","N/A",2020-04-01
"3639",2020,2,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Milers d'euros","N/A",2020-04-01
"3640",2020,2,9,"Sant Andreu",63,"Navas","Nou. Milers d'euros","N/A",2020-04-01
"3641",2020,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Milers d'euros","N/A",2020-04-01
"3642",2020,2,10,"Sant Martí",65,"el Clot","Nou. Milers d'euros","N/A",2020-04-01
"3643",2020,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Milers d'euros","342.6",2020-04-01
"3644",2020,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Milers d'euros","N/A",2020-04-01
"3645",2020,2,10,"Sant Martí",68,"el Poblenou","Nou. Milers d'euros","457.5",2020-04-01
"3646",2020,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Milers d'euros","N/A",2020-04-01
"3647",2020,2,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Milers d'euros","N/A",2020-04-01
"3648",2020,2,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Milers d'euros","205.0",2020-04-01
"3649",2020,2,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Milers d'euros","N/A",2020-04-01
"3650",2020,2,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Milers d'euros","N/A",2020-04-01
"3651",2020,2,1,"Ciutat Vella",1,"el Raval","Usat. Milers d'euros","212.3",2020-04-01
"3652",2020,2,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Milers d'euros","421.5",2020-04-01
"3653",2020,2,1,"Ciutat Vella",3,"la Barceloneta","Usat. Milers d'euros","247.3",2020-04-01
"3654",2020,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Milers d'euros","330.6",2020-04-01
"3655",2020,2,2,"Eixample",5,"el Fort Pienc","Usat. Milers d'euros","319.9",2020-04-01
"3656",2020,2,2,"Eixample",6,"la Sagrada Família","Usat. Milers d'euros","288.8",2020-04-01
"3657",2020,2,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Milers d'euros","658.0",2020-04-01
"3658",2020,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Milers d'euros","472.1",2020-04-01
"3659",2020,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Milers d'euros","387.0",2020-04-01
"3660",2020,2,2,"Eixample",10,"Sant Antoni","Usat. Milers d'euros","376.3",2020-04-01
"3661",2020,2,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Milers d'euros","225.3",2020-04-01
"3662",2020,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Milers d'euros","235.2",2020-04-01
"3663",2020,2,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Milers d'euros","221.9",2020-04-01
"3664",2020,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Milers d'euros","238.5",2020-04-01
"3665",2020,2,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Milers d'euros","312.7",2020-04-01
"3666",2020,2,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Milers d'euros","316.9",2020-04-01
"3667",2020,2,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Milers d'euros","209.0",2020-04-01
"3668",2020,2,3,"Sants-Montjuïc",18,"Sants","Usat. Milers d'euros","288.0",2020-04-01
"3669",2020,2,4,"Les Corts",19,"les Corts","Usat. Milers d'euros","388.8",2020-04-01
"3670",2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Milers d'euros","377.4",2020-04-01
"3671",2020,2,4,"Les Corts",21,"Pedralbes","Usat. Milers d'euros","1324.0",2020-04-01
"3672",2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Milers d'euros","402.8",2020-04-01
"3673",2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Milers d'euros","642.1",2020-04-01
"3674",2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Milers d'euros","940.5",2020-04-01
"3675",2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Milers d'euros","726.7",2020-04-01
"3676",2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Milers d'euros","859.3",2020-04-01
"3677",2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Milers d'euros","425.9",2020-04-01
"3678",2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Milers d'euros","319.9",2020-04-01
"3679",2020,2,6,"Gràcia",29,"el Coll","Usat. Milers d'euros","214.7",2020-04-01
"3680",2020,2,6,"Gràcia",30,"la Salut","Usat. Milers d'euros","370.3",2020-04-01
"3681",2020,2,6,"Gràcia",31,"la Vila de Gràcia","Usat. Milers d'euros","314.3",2020-04-01
"3682",2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Milers d'euros","304.3",2020-04-01
"3683",2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Milers d'euros","259.0",2020-04-01
"3684",2020,2,7,"Horta-Guinardó",34,"Can Baró","Usat. Milers d'euros","199.8",2020-04-01
"3685",2020,2,7,"Horta-Guinardó",35,"el Guinardó","Usat. Milers d'euros","222.2",2020-04-01
"3686",2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Milers d'euros","309.0",2020-04-01
"3687",2020,2,7,"Horta-Guinardó",37,"el Carmel","Usat. Milers d'euros","176.5",2020-04-01
"3688",2020,2,7,"Horta-Guinardó",38,"la Teixonera","Usat. Milers d'euros","177.5",2020-04-01
"3689",2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Milers d'euros","162.4",2020-04-01
"3690",2020,2,7,"Horta-Guinardó",40,"Montbau","Usat. Milers d'euros","155.0",2020-04-01
"3691",2020,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Milers d'euros","N/A",2020-04-01
"3692",2020,2,7,"Horta-Guinardó",42,"la Clota","Usat. Milers d'euros","N/A",2020-04-01
"3693",2020,2,7,"Horta-Guinardó",43,"Horta","Usat. Milers d'euros","257.0",2020-04-01
"3694",2020,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Milers d'euros","221.8",2020-04-01
"3695",2020,2,8,"Nou Barris",45,"Porta","Usat. Milers d'euros","170.0",2020-04-01
"3696",2020,2,8,"Nou Barris",46,"el Turó de la Peira","Usat. Milers d'euros","156.2",2020-04-01
"3697",2020,2,8,"Nou Barris",47,"Can Peguera","Usat. Milers d'euros","N/A",2020-04-01
"3698",2020,2,8,"Nou Barris",48,"la Guineueta","Usat. Milers d'euros","212.4",2020-04-01
"3699",2020,2,8,"Nou Barris",49,"Canyelles","Usat. Milers d'euros","165.0",2020-04-01
"3700",2020,2,8,"Nou Barris",50,"les Roquetes","Usat. Milers d'euros","138.9",2020-04-01
"3701",2020,2,8,"Nou Barris",51,"Verdun","Usat. Milers d'euros","175.0",2020-04-01
"3702",2020,2,8,"Nou Barris",52,"la Prosperitat","Usat. Milers d'euros","165.1",2020-04-01
"3703",2020,2,8,"Nou Barris",53,"la Trinitat Nova","Usat. Milers d'euros","105.6",2020-04-01
"3704",2020,2,8,"Nou Barris",54,"Torre Baró","Usat. Milers d'euros","N/A",2020-04-01
"3705",2020,2,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Milers d'euros","75.8",2020-04-01
"3706",2020,2,8,"Nou Barris",56,"Vallbona","Usat. Milers d'euros","N/A",2020-04-01
"3707",2020,2,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Milers d'euros","79.2",2020-04-01
"3708",2020,2,9,"Sant Andreu",58,"Baró de Viver","Usat. Milers d'euros","N/A",2020-04-01
"3709",2020,2,9,"Sant Andreu",59,"el Bon Pastor","Usat. Milers d'euros","186.1",2020-04-01
"3710",2020,2,9,"Sant Andreu",60,"Sant Andreu","Usat. Milers d'euros","222.0",2020-04-01
"3711",2020,2,9,"Sant Andreu",61,"la Sagrera","Usat. Milers d'euros","227.3",2020-04-01
"3712",2020,2,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Milers d'euros","267.1",2020-04-01
"3713",2020,2,9,"Sant Andreu",63,"Navas","Usat. Milers d'euros","223.7",2020-04-01
"3714",2020,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Milers d'euros","254.2",2020-04-01
"3715",2020,2,10,"Sant Martí",65,"el Clot","Usat. Milers d'euros","265.5",2020-04-01
"3716",2020,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Milers d'euros","291.1",2020-04-01
"3717",2020,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Milers d'euros","596.9",2020-04-01
"3718",2020,2,10,"Sant Martí",68,"el Poblenou","Usat. Milers d'euros","290.7",2020-04-01
"3719",2020,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Milers d'euros","389.7",2020-04-01
"3720",2020,2,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Milers d'euros","144.9",2020-04-01
"3721",2020,2,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Milers d'euros","265.8",2020-04-01
"3722",2020,2,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Milers d'euros","156.9",2020-04-01
"3723",2020,2,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Milers d'euros","173.3",2020-04-01
"3724",2020,2,1,"Ciutat Vella",1,"el Raval","Total. Euros/m2 construït","3798.8",2020-04-01
"3725",2020,2,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Euros/m2 construït","4430.6",2020-04-01
"3726",2020,2,1,"Ciutat Vella",3,"la Barceloneta","Total. Euros/m2 construït","4469.5",2020-04-01
"3727",2020,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Euros/m2 construït","4887.2",2020-04-01
"3728",2020,2,2,"Eixample",5,"el Fort Pienc","Total. Euros/m2 construït","4013.0",2020-04-01
"3729",2020,2,2,"Eixample",6,"la Sagrada Família","Total. Euros/m2 construït","3922.3",2020-04-01
"3730",2020,2,2,"Eixample",7,"la Dreta de l'Eixample","Total. Euros/m2 construït","5705.2",2020-04-01
"3731",2020,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Euros/m2 construït","4984.0",2020-04-01
"3732",2020,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Euros/m2 construït","4761.0",2020-04-01
"3733",2020,2,2,"Eixample",10,"Sant Antoni","Total. Euros/m2 construït","4885.9",2020-04-01
"3734",2020,2,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Euros/m2 construït","3765.3",2020-04-01
"3735",2020,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Euros/m2 construït","2999.2",2020-04-01
"3736",2020,2,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Euros/m2 construït","3039.3",2020-04-01
"3737",2020,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Euros/m2 construït","3564.1",2020-04-01
"3738",2020,2,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Euros/m2 construït","3610.9",2020-04-01
"3739",2020,2,3,"Sants-Montjuïc",16,"la Bordeta","Total. Euros/m2 construït","4400.7",2020-04-01
"3740",2020,2,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Euros/m2 construït","3452.5",2020-04-01
"3741",2020,2,3,"Sants-Montjuïc",18,"Sants","Total. Euros/m2 construït","3535.1",2020-04-01
"3742",2020,2,4,"Les Corts",19,"les Corts","Total. Euros/m2 construït","4948.7",2020-04-01
"3743",2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Euros/m2 construït","4303.1",2020-04-01
"3744",2020,2,4,"Les Corts",21,"Pedralbes","Total. Euros/m2 construït","10961.2",2020-04-01
"3745",2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Euros/m2 construït","3519.0",2020-04-01
"3746",2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Euros/m2 construït","7043.4",2020-04-01
"3747",2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Euros/m2 construït","4703.0",2020-04-01
"3748",2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Euros/m2 construït","4680.3",2020-04-01
"3749",2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Euros/m2 construït","4879.3",2020-04-01
"3750",2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Euros/m2 construït","4361.7",2020-04-01
"3751",2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Euros/m2 construït","4306.3",2020-04-01
"3752",2020,2,6,"Gràcia",29,"el Coll","Total. Euros/m2 construït","3816.6",2020-04-01
"3753",2020,2,6,"Gràcia",30,"la Salut","Total. Euros/m2 construït","4762.1",2020-04-01
"3754",2020,2,6,"Gràcia",31,"la Vila de Gràcia","Total. Euros/m2 construït","4619.7",2020-04-01
"3755",2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Euros/m2 construït","4596.5",2020-04-01
"3756",2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Euros/m2 construït","3893.3",2020-04-01
"3757",2020,2,7,"Horta-Guinardó",34,"Can Baró","Total. Euros/m2 construït","2728.7",2020-04-01
"3758",2020,2,7,"Horta-Guinardó",35,"el Guinardó","Total. Euros/m2 construït","3382.8",2020-04-01
"3759",2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Euros/m2 construït","3417.6",2020-04-01
"3760",2020,2,7,"Horta-Guinardó",37,"el Carmel","Total. Euros/m2 construït","2731.6",2020-04-01
"3761",2020,2,7,"Horta-Guinardó",38,"la Teixonera","Total. Euros/m2 construït","2775.0",2020-04-01
"3762",2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Euros/m2 construït","2569.7",2020-04-01
"3763",2020,2,7,"Horta-Guinardó",40,"Montbau","Total. Euros/m2 construït","2706.6",2020-04-01
"3764",2020,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Euros/m2 construït","3103.5",2020-04-01
"3765",2020,2,7,"Horta-Guinardó",42,"la Clota","Total. Euros/m2 construït","N/A",2020-04-01
"3766",2020,2,7,"Horta-Guinardó",43,"Horta","Total. Euros/m2 construït","3728.4",2020-04-01
"3767",2020,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Euros/m2 construït","2850.3",2020-04-01
"3768",2020,2,8,"Nou Barris",45,"Porta","Total. Euros/m2 construït","2584.0",2020-04-01
"3769",2020,2,8,"Nou Barris",46,"el Turó de la Peira","Total. Euros/m2 construït","2479.4",2020-04-01
"3770",2020,2,8,"Nou Barris",47,"Can Peguera","Total. Euros/m2 construït","N/A",2020-04-01
"3771",2020,2,8,"Nou Barris",48,"la Guineueta","Total. Euros/m2 construït","2624.3",2020-04-01
"3772",2020,2,8,"Nou Barris",49,"Canyelles","Total. Euros/m2 construït","2538.5",2020-04-01
"3773",2020,2,8,"Nou Barris",50,"les Roquetes","Total. Euros/m2 construït","2092.0",2020-04-01
"3774",2020,2,8,"Nou Barris",51,"Verdun","Total. Euros/m2 construït","2465.8",2020-04-01
"3775",2020,2,8,"Nou Barris",52,"la Prosperitat","Total. Euros/m2 construït","2575.2",2020-04-01
"3776",2020,2,8,"Nou Barris",53,"la Trinitat Nova","Total. Euros/m2 construït","2085.3",2020-04-01
"3777",2020,2,8,"Nou Barris",54,"Torre Baró","Total. Euros/m2 construït","N/A",2020-04-01
"3778",2020,2,8,"Nou Barris",55,"Ciutat Meridiana","Total. Euros/m2 construït","1389.7",2020-04-01
"3779",2020,2,8,"Nou Barris",56,"Vallbona","Total. Euros/m2 construït","N/A",2020-04-01
"3780",2020,2,9,"Sant Andreu",57,"la Trinitat Vella","Total. Euros/m2 construït","1394.0",2020-04-01
"3781",2020,2,9,"Sant Andreu",58,"Baró de Viver","Total. Euros/m2 construït","N/A",2020-04-01
"3782",2020,2,9,"Sant Andreu",59,"el Bon Pastor","Total. Euros/m2 construït","2503.6",2020-04-01
"3783",2020,2,9,"Sant Andreu",60,"Sant Andreu","Total. Euros/m2 construït","3381.0",2020-04-01
"3784",2020,2,9,"Sant Andreu",61,"la Sagrera","Total. Euros/m2 construït","3368.4",2020-04-01
"3785",2020,2,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Euros/m2 construït","4090.7",2020-04-01
"3786",2020,2,9,"Sant Andreu",63,"Navas","Total. Euros/m2 construït","3277.1",2020-04-01
"3787",2020,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Euros/m2 construït","3506.2",2020-04-01
"3788",2020,2,10,"Sant Martí",65,"el Clot","Total. Euros/m2 construït","3680.5",2020-04-01
"3789",2020,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Euros/m2 construït","4861.4",2020-04-01
"3790",2020,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Euros/m2 construït","4777.6",2020-04-01
"3791",2020,2,10,"Sant Martí",68,"el Poblenou","Total. Euros/m2 construït","4643.0",2020-04-01
"3792",2020,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Euros/m2 construït","4712.2",2020-04-01
"3793",2020,2,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Euros/m2 construït","2441.9",2020-04-01
"3794",2020,2,10,"Sant Martí",71,"Provençals del Poblenou","Total. Euros/m2 construït","3508.0",2020-04-01
"3795",2020,2,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Euros/m2 construït","2141.8",2020-04-01
"3796",2020,2,10,"Sant Martí",73,"la Verneda i la Pau","Total. Euros/m2 construït","2463.8",2020-04-01
"3797",2020,2,1,"Ciutat Vella",1,"el Raval","Nou. Euros/m2 construït","4609.1",2020-04-01
"3798",2020,2,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Euros/m2 construït","6406.3",2020-04-01
"3799",2020,2,1,"Ciutat Vella",3,"la Barceloneta","Nou. Euros/m2 construït","4507.0",2020-04-01
"3800",2020,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Euros/m2 construït","6702.9",2020-04-01
"3801",2020,2,2,"Eixample",5,"el Fort Pienc","Nou. Euros/m2 construït","N/A",2020-04-01
"3802",2020,2,2,"Eixample",6,"la Sagrada Família","Nou. Euros/m2 construït","N/A",2020-04-01
"3803",2020,2,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Euros/m2 construït","N/A",2020-04-01
"3804",2020,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Euros/m2 construït","5634.9",2020-04-01
"3805",2020,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Euros/m2 construït","5640.6",2020-04-01
"3806",2020,2,2,"Eixample",10,"Sant Antoni","Nou. Euros/m2 construït","3896.1",2020-04-01
"3807",2020,2,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Euros/m2 construït","2266.7",2020-04-01
"3808",2020,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Euros/m2 construït","N/A",2020-04-01
"3809",2020,2,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Euros/m2 construït","N/A",2020-04-01
"3810",2020,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Euros/m2 construït","N/A",2020-04-01
"3811",2020,2,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Euros/m2 construït","2803.4",2020-04-01
"3812",2020,2,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Euros/m2 construït","N/A",2020-04-01
"3813",2020,2,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Euros/m2 construït","3479.5",2020-04-01
"3814",2020,2,3,"Sants-Montjuïc",18,"Sants","Nou. Euros/m2 construït","4946.2",2020-04-01
"3815",2020,2,4,"Les Corts",19,"les Corts","Nou. Euros/m2 construït","6916.4",2020-04-01
"3816",2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Euros/m2 construït","4249.5",2020-04-01
"3817",2020,2,4,"Les Corts",21,"Pedralbes","Nou. Euros/m2 construït","N/A",2020-04-01
"3818",2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Euros/m2 construït","N/A",2020-04-01
"3819",2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Euros/m2 construït","11352.6",2020-04-01
"3820",2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Euros/m2 construït","N/A",2020-04-01
"3821",2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Euros/m2 construït","4389.7",2020-04-01
"3822",2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Euros/m2 construït","4612.2",2020-04-01
"3823",2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Euros/m2 construït","7094.3",2020-04-01
"3824",2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Euros/m2 construït","N/A",2020-04-01
"3825",2020,2,6,"Gràcia",29,"el Coll","Nou. Euros/m2 construït","4380.3",2020-04-01
"3826",2020,2,6,"Gràcia",30,"la Salut","Nou. Euros/m2 construït","N/A",2020-04-01
"3827",2020,2,6,"Gràcia",31,"la Vila de Gràcia","Nou. Euros/m2 construït","6391.0",2020-04-01
"3828",2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Euros/m2 construït","3520.6",2020-04-01
"3829",2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Euros/m2 construït","N/A",2020-04-01
"3830",2020,2,7,"Horta-Guinardó",34,"Can Baró","Nou. Euros/m2 construït","N/A",2020-04-01
"3831",2020,2,7,"Horta-Guinardó",35,"el Guinardó","Nou. Euros/m2 construït","N/A",2020-04-01
"3832",2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Euros/m2 construït","N/A",2020-04-01
"3833",2020,2,7,"Horta-Guinardó",37,"el Carmel","Nou. Euros/m2 construït","2314.4",2020-04-01
"3834",2020,2,7,"Horta-Guinardó",38,"la Teixonera","Nou. Euros/m2 construït","2911.1",2020-04-01
"3835",2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Euros/m2 construït","772.1",2020-04-01
"3836",2020,2,7,"Horta-Guinardó",40,"Montbau","Nou. Euros/m2 construït","N/A",2020-04-01
