"","Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor","Date"
"1837",2021,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Milers d'euros","--",2021-04-01
"1838",2021,2,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Milers d'euros","--",2021-04-01
"1839",2021,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Milers d'euros","--",2021-04-01
"1840",2021,2,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Milers d'euros","381.0",2021-04-01
"1841",2021,2,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Milers d'euros","251.7",2021-04-01
"1842",2021,2,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Milers d'euros","305.0",2021-04-01
"1843",2021,2,3,"Sants-Montjuïc",18,"Sants","Nou. Milers d'euros","268.7",2021-04-01
"1844",2021,2,4,"Les Corts",19,"les Corts","Nou. Milers d'euros","407.0",2021-04-01
"1845",2021,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Milers d'euros","--",2021-04-01
"1846",2021,2,4,"Les Corts",21,"Pedralbes","Nou. Milers d'euros","345.0",2021-04-01
"1847",2021,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Milers d'euros","190.0",2021-04-01
"1848",2021,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Milers d'euros","--",2021-04-01
"1849",2021,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Milers d'euros","--",2021-04-01
"1850",2021,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Milers d'euros","765.5",2021-04-01
"1851",2021,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Milers d'euros","951.4",2021-04-01
"1852",2021,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Milers d'euros","622.0",2021-04-01
"1853",2021,2,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Milers d'euros","434.3",2021-04-01
"1854",2021,2,6,"Gràcia",29,"el Coll","Nou. Milers d'euros","277.8",2021-04-01
"1855",2021,2,6,"Gràcia",30,"la Salut","Nou. Milers d'euros","--",2021-04-01
"1856",2021,2,6,"Gràcia",31,"la Vila de Gràcia","Nou. Milers d'euros","--",2021-04-01
"1857",2021,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Milers d'euros","--",2021-04-01
"1858",2021,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Milers d'euros","--",2021-04-01
"1859",2021,2,7,"Horta-Guinardó",34,"Can Baró","Nou. Milers d'euros","--",2021-04-01
"1860",2021,2,7,"Horta-Guinardó",35,"el Guinardó","Nou. Milers d'euros","252.8",2021-04-01
"1861",2021,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Milers d'euros","--",2021-04-01
"1862",2021,2,7,"Horta-Guinardó",37,"el Carmel","Nou. Milers d'euros","134.4",2021-04-01
"1863",2021,2,7,"Horta-Guinardó",38,"la Teixonera","Nou. Milers d'euros","155.6",2021-04-01
"1864",2021,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Milers d'euros","--",2021-04-01
"1865",2021,2,7,"Horta-Guinardó",40,"Montbau","Nou. Milers d'euros","--",2021-04-01
"1866",2021,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Milers d'euros","--",2021-04-01
"1867",2021,2,7,"Horta-Guinardó",42,"la Clota","Nou. Milers d'euros","--",2021-04-01
"1868",2021,2,7,"Horta-Guinardó",43,"Horta","Nou. Milers d'euros","253.4",2021-04-01
"1869",2021,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Milers d'euros","259.8",2021-04-01
"1870",2021,2,8,"Nou Barris",45,"Porta","Nou. Milers d'euros","--",2021-04-01
"1871",2021,2,8,"Nou Barris",46,"el Turó de la Peira","Nou. Milers d'euros","--",2021-04-01
"1872",2021,2,8,"Nou Barris",47,"Can Peguera","Nou. Milers d'euros","--",2021-04-01
"1873",2021,2,8,"Nou Barris",48,"la Guineueta","Nou. Milers d'euros","--",2021-04-01
"1874",2021,2,8,"Nou Barris",49,"Canyelles","Nou. Milers d'euros","--",2021-04-01
"1875",2021,2,8,"Nou Barris",50,"les Roquetes","Nou. Milers d'euros","--",2021-04-01
"1876",2021,2,8,"Nou Barris",51,"Verdun","Nou. Milers d'euros","--",2021-04-01
"1877",2021,2,8,"Nou Barris",52,"la Prosperitat","Nou. Milers d'euros","--",2021-04-01
"1878",2021,2,8,"Nou Barris",53,"la Trinitat Nova","Nou. Milers d'euros","--",2021-04-01
"1879",2021,2,8,"Nou Barris",54,"Torre Baró","Nou. Milers d'euros","--",2021-04-01
"1880",2021,2,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Milers d'euros","--",2021-04-01
"1881",2021,2,8,"Nou Barris",56,"Vallbona","Nou. Milers d'euros","--",2021-04-01
"1882",2021,2,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Milers d'euros","--",2021-04-01
"1883",2021,2,9,"Sant Andreu",58,"Baró de Viver","Nou. Milers d'euros","--",2021-04-01
"1884",2021,2,9,"Sant Andreu",59,"el Bon Pastor","Nou. Milers d'euros","--",2021-04-01
"1885",2021,2,9,"Sant Andreu",60,"Sant Andreu","Nou. Milers d'euros","365.3",2021-04-01
"1886",2021,2,9,"Sant Andreu",61,"la Sagrera","Nou. Milers d'euros","--",2021-04-01
"1887",2021,2,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Milers d'euros","--",2021-04-01
"1888",2021,2,9,"Sant Andreu",63,"Navas","Nou. Milers d'euros","--",2021-04-01
"1889",2021,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Milers d'euros","--",2021-04-01
"1890",2021,2,10,"Sant Martí",65,"el Clot","Nou. Milers d'euros","--",2021-04-01
"1891",2021,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Milers d'euros","--",2021-04-01
"1892",2021,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Milers d'euros","460.2",2021-04-01
"1893",2021,2,10,"Sant Martí",68,"el Poblenou","Nou. Milers d'euros","580.9",2021-04-01
"1894",2021,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Milers d'euros","--",2021-04-01
"1895",2021,2,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Milers d'euros","296.6",2021-04-01
"1896",2021,2,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Milers d'euros","255.2",2021-04-01
"1897",2021,2,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Milers d'euros","--",2021-04-01
"1898",2021,2,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Milers d'euros","--",2021-04-01
"1899",2021,2,1,"Ciutat Vella",1,"el Raval","Usat. Milers d'euros","250.3",2021-04-01
"1900",2021,2,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Milers d'euros","384.4",2021-04-01
"1901",2021,2,1,"Ciutat Vella",3,"la Barceloneta","Usat. Milers d'euros","176.3",2021-04-01
"1902",2021,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Milers d'euros","246.1",2021-04-01
"1903",2021,2,2,"Eixample",5,"el Fort Pienc","Usat. Milers d'euros","356.5",2021-04-01
"1904",2021,2,2,"Eixample",6,"la Sagrada Família","Usat. Milers d'euros","315.6",2021-04-01
"1905",2021,2,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Milers d'euros","534.9",2021-04-01
"1906",2021,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Milers d'euros","474.3",2021-04-01
"1907",2021,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Milers d'euros","364.9",2021-04-01
"1908",2021,2,2,"Eixample",10,"Sant Antoni","Usat. Milers d'euros","342.7",2021-04-01
"1909",2021,2,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Milers d'euros","366.9",2021-04-01
"1910",2021,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Milers d'euros","145.4",2021-04-01
"1911",2021,2,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Milers d'euros","271.7",2021-04-01
"1912",2021,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Milers d'euros","272.4",2021-04-01
"1913",2021,2,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Milers d'euros","276.3",2021-04-01
"1914",2021,2,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Milers d'euros","204.1",2021-04-01
"1915",2021,2,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Milers d'euros","205.4",2021-04-01
"1916",2021,2,3,"Sants-Montjuïc",18,"Sants","Usat. Milers d'euros","287.7",2021-04-01
"1917",2021,2,4,"Les Corts",19,"les Corts","Usat. Milers d'euros","357.2",2021-04-01
"1918",2021,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Milers d'euros","375.0",2021-04-01
"1919",2021,2,4,"Les Corts",21,"Pedralbes","Usat. Milers d'euros","613.5",2021-04-01
"1920",2021,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Milers d'euros","445.5",2021-04-01
"1921",2021,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Milers d'euros","638.6",2021-04-01
"1922",2021,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Milers d'euros","934.2",2021-04-01
"1923",2021,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Milers d'euros","819.1",2021-04-01
"1924",2021,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Milers d'euros","983.9",2021-04-01
"1925",2021,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Milers d'euros","427.3",2021-04-01
"1926",2021,2,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Milers d'euros","321.7",2021-04-01
"1927",2021,2,6,"Gràcia",29,"el Coll","Usat. Milers d'euros","234.0",2021-04-01
"1928",2021,2,6,"Gràcia",30,"la Salut","Usat. Milers d'euros","374.2",2021-04-01
"1929",2021,2,6,"Gràcia",31,"la Vila de Gràcia","Usat. Milers d'euros","341.8",2021-04-01
"1930",2021,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Milers d'euros","300.1",2021-04-01
"1931",2021,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Milers d'euros","233.8",2021-04-01
"1932",2021,2,7,"Horta-Guinardó",34,"Can Baró","Usat. Milers d'euros","263.3",2021-04-01
"1933",2021,2,7,"Horta-Guinardó",35,"el Guinardó","Usat. Milers d'euros","219.7",2021-04-01
"1934",2021,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Milers d'euros","305.4",2021-04-01
"1935",2021,2,7,"Horta-Guinardó",37,"el Carmel","Usat. Milers d'euros","141.6",2021-04-01
"1936",2021,2,7,"Horta-Guinardó",38,"la Teixonera","Usat. Milers d'euros","157.3",2021-04-01
"1937",2021,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Milers d'euros","228.1",2021-04-01
"1938",2021,2,7,"Horta-Guinardó",40,"Montbau","Usat. Milers d'euros","195.7",2021-04-01
"1939",2021,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Milers d'euros","319.0",2021-04-01
"1940",2021,2,7,"Horta-Guinardó",42,"la Clota","Usat. Milers d'euros","--",2021-04-01
"1941",2021,2,7,"Horta-Guinardó",43,"Horta","Usat. Milers d'euros","189.9",2021-04-01
"1942",2021,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Milers d'euros","209.8",2021-04-01
"1943",2021,2,8,"Nou Barris",45,"Porta","Usat. Milers d'euros","175.1",2021-04-01
"1944",2021,2,8,"Nou Barris",46,"el Turó de la Peira","Usat. Milers d'euros","144.9",2021-04-01
"1945",2021,2,8,"Nou Barris",47,"Can Peguera","Usat. Milers d'euros","--",2021-04-01
"1946",2021,2,8,"Nou Barris",48,"la Guineueta","Usat. Milers d'euros","176.6",2021-04-01
"1947",2021,2,8,"Nou Barris",49,"Canyelles","Usat. Milers d'euros","183.3",2021-04-01
"1948",2021,2,8,"Nou Barris",50,"les Roquetes","Usat. Milers d'euros","97.6",2021-04-01
"1949",2021,2,8,"Nou Barris",51,"Verdun","Usat. Milers d'euros","151.5",2021-04-01
"1950",2021,2,8,"Nou Barris",52,"la Prosperitat","Usat. Milers d'euros","138.3",2021-04-01
"1951",2021,2,8,"Nou Barris",53,"la Trinitat Nova","Usat. Milers d'euros","110.8",2021-04-01
"1952",2021,2,8,"Nou Barris",54,"Torre Baró","Usat. Milers d'euros","--",2021-04-01
"1953",2021,2,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Milers d'euros","65.9",2021-04-01
"1954",2021,2,8,"Nou Barris",56,"Vallbona","Usat. Milers d'euros","--",2021-04-01
"1955",2021,2,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Milers d'euros","108.3",2021-04-01
"1956",2021,2,9,"Sant Andreu",58,"Baró de Viver","Usat. Milers d'euros","--",2021-04-01
"1957",2021,2,9,"Sant Andreu",59,"el Bon Pastor","Usat. Milers d'euros","162.3",2021-04-01
"1958",2021,2,9,"Sant Andreu",60,"Sant Andreu","Usat. Milers d'euros","333.8",2021-04-01
"1959",2021,2,9,"Sant Andreu",61,"la Sagrera","Usat. Milers d'euros","248.9",2021-04-01
"1960",2021,2,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Milers d'euros","324.3",2021-04-01
"1961",2021,2,9,"Sant Andreu",63,"Navas","Usat. Milers d'euros","266.2",2021-04-01
"1962",2021,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Milers d'euros","226.3",2021-04-01
"1963",2021,2,10,"Sant Martí",65,"el Clot","Usat. Milers d'euros","262.9",2021-04-01
"1964",2021,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Milers d'euros","301.1",2021-04-01
"1965",2021,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Milers d'euros","227.2",2021-04-01
"1966",2021,2,10,"Sant Martí",68,"el Poblenou","Usat. Milers d'euros","312.9",2021-04-01
"1967",2021,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Milers d'euros","446.1",2021-04-01
"1968",2021,2,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Milers d'euros","187.6",2021-04-01
"1969",2021,2,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Milers d'euros","224.9",2021-04-01
"1970",2021,2,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Milers d'euros","183.0",2021-04-01
"1971",2021,2,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Milers d'euros","163.7",2021-04-01
"1972",2021,2,1,"Ciutat Vella",1,"el Raval","Total. Euros/m2 construït","3358.0",2021-04-01
"1973",2021,2,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Euros/m2 construït","4513.6",2021-04-01
"1974",2021,2,1,"Ciutat Vella",3,"la Barceloneta","Total. Euros/m2 construït","4266.9",2021-04-01
"1975",2021,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Euros/m2 construït","3818.8",2021-04-01
"1976",2021,2,2,"Eixample",5,"el Fort Pienc","Total. Euros/m2 construït","4230.6",2021-04-01
"1977",2021,2,2,"Eixample",6,"la Sagrada Família","Total. Euros/m2 construït","4111.7",2021-04-01
"1978",2021,2,2,"Eixample",7,"la Dreta de l'Eixample","Total. Euros/m2 construït","4718.2",2021-04-01
"1979",2021,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Euros/m2 construït","4668.3",2021-04-01
"1980",2021,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Euros/m2 construït","4472.7",2021-04-01
"1981",2021,2,2,"Eixample",10,"Sant Antoni","Total. Euros/m2 construït","4185.1",2021-04-01
"1982",2021,2,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Euros/m2 construït","5357.8",2021-04-01
"1983",2021,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Euros/m2 construït","2025.8",2021-04-01
"1984",2021,2,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Euros/m2 construït","3759.2",2021-04-01
"1985",2021,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Euros/m2 construït","3374.0",2021-04-01
"1986",2021,2,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Euros/m2 construït","4662.5",2021-04-01
"1987",2021,2,3,"Sants-Montjuïc",16,"la Bordeta","Total. Euros/m2 construït","3217.9",2021-04-01
"1988",2021,2,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Euros/m2 construït","3211.1",2021-04-01
"1989",2021,2,3,"Sants-Montjuïc",18,"Sants","Total. Euros/m2 construït","3766.9",2021-04-01
"1990",2021,2,4,"Les Corts",19,"les Corts","Total. Euros/m2 construït","4140.1",2021-04-01
"1991",2021,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Euros/m2 construït","4039.3",2021-04-01
"1992",2021,2,4,"Les Corts",21,"Pedralbes","Total. Euros/m2 construït","5449.0",2021-04-01
"1993",2021,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Euros/m2 construït","2515.5",2021-04-01
"1994",2021,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Euros/m2 construït","5930.7",2021-04-01
"1995",2021,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Euros/m2 construït","5907.5",2021-04-01
"1996",2021,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Euros/m2 construït","6455.1",2021-04-01
"1997",2021,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Euros/m2 construït","7295.3",2021-04-01
"1998",2021,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Euros/m2 construït","5187.4",2021-04-01
"1999",2021,2,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Euros/m2 construït","4124.6",2021-04-01
"2000",2021,2,6,"Gràcia",29,"el Coll","Total. Euros/m2 construït","3562.5",2021-04-01
"2001",2021,2,6,"Gràcia",30,"la Salut","Total. Euros/m2 construït","4148.5",2021-04-01
"2002",2021,2,6,"Gràcia",31,"la Vila de Gràcia","Total. Euros/m2 construït","4324.4",2021-04-01
"2003",2021,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Euros/m2 construït","4208.8",2021-04-01
"2004",2021,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Euros/m2 construït","3581.2",2021-04-01
"2005",2021,2,7,"Horta-Guinardó",34,"Can Baró","Total. Euros/m2 construït","3589.7",2021-04-01
"2006",2021,2,7,"Horta-Guinardó",35,"el Guinardó","Total. Euros/m2 construït","3306.6",2021-04-01
"2007",2021,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Euros/m2 construït","3540.4",2021-04-01
"2008",2021,2,7,"Horta-Guinardó",37,"el Carmel","Total. Euros/m2 construït","2190.9",2021-04-01
"2009",2021,2,7,"Horta-Guinardó",38,"la Teixonera","Total. Euros/m2 construït","2474.4",2021-04-01
"2010",2021,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Euros/m2 construït","2296.4",2021-04-01
"2011",2021,2,7,"Horta-Guinardó",40,"Montbau","Total. Euros/m2 construït","2920.7",2021-04-01
"2012",2021,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Euros/m2 construït","4233.2",2021-04-01
"2013",2021,2,7,"Horta-Guinardó",42,"la Clota","Total. Euros/m2 construït","--",2021-04-01
"2014",2021,2,7,"Horta-Guinardó",43,"Horta","Total. Euros/m2 construït","3063.4",2021-04-01
"2015",2021,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Euros/m2 construït","3513.0",2021-04-01
"2016",2021,2,8,"Nou Barris",45,"Porta","Total. Euros/m2 construït","2919.6",2021-04-01
"2017",2021,2,8,"Nou Barris",46,"el Turó de la Peira","Total. Euros/m2 construït","2160.7",2021-04-01
"2018",2021,2,8,"Nou Barris",47,"Can Peguera","Total. Euros/m2 construït","--",2021-04-01
"2019",2021,2,8,"Nou Barris",48,"la Guineueta","Total. Euros/m2 construït","2408.3",2021-04-01
"2020",2021,2,8,"Nou Barris",49,"Canyelles","Total. Euros/m2 construït","2676.6",2021-04-01
"2021",2021,2,8,"Nou Barris",50,"les Roquetes","Total. Euros/m2 construït","1904.1",2021-04-01
"2022",2021,2,8,"Nou Barris",51,"Verdun","Total. Euros/m2 construït","2420.2",2021-04-01
"2023",2021,2,8,"Nou Barris",52,"la Prosperitat","Total. Euros/m2 construït","2423.4",2021-04-01
"2024",2021,2,8,"Nou Barris",53,"la Trinitat Nova","Total. Euros/m2 construït","2330.5",2021-04-01
"2025",2021,2,8,"Nou Barris",54,"Torre Baró","Total. Euros/m2 construït","--",2021-04-01
"2026",2021,2,8,"Nou Barris",55,"Ciutat Meridiana","Total. Euros/m2 construït","1193.3",2021-04-01
"2027",2021,2,8,"Nou Barris",56,"Vallbona","Total. Euros/m2 construït","--",2021-04-01
"2028",2021,2,9,"Sant Andreu",57,"la Trinitat Vella","Total. Euros/m2 construït","2238.6",2021-04-01
"2029",2021,2,9,"Sant Andreu",58,"Baró de Viver","Total. Euros/m2 construït","--",2021-04-01
"2030",2021,2,9,"Sant Andreu",59,"el Bon Pastor","Total. Euros/m2 construït","2223.2",2021-04-01
"2031",2021,2,9,"Sant Andreu",60,"Sant Andreu","Total. Euros/m2 construït","3984.1",2021-04-01
"2032",2021,2,9,"Sant Andreu",61,"la Sagrera","Total. Euros/m2 construït","3442.2",2021-04-01
"2033",2021,2,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Euros/m2 construït","3582.7",2021-04-01
"2034",2021,2,9,"Sant Andreu",63,"Navas","Total. Euros/m2 construït","3317.4",2021-04-01
"2035",2021,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Euros/m2 construït","3275.2",2021-04-01
"2036",2021,2,10,"Sant Martí",65,"el Clot","Total. Euros/m2 construït","3950.4",2021-04-01
"2037",2021,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Euros/m2 construït","4129.3",2021-04-01
"2038",2021,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Euros/m2 construït","4244.7",2021-04-01
"2039",2021,2,10,"Sant Martí",68,"el Poblenou","Total. Euros/m2 construït","4847.9",2021-04-01
"2040",2021,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Euros/m2 construït","4509.1",2021-04-01
"2041",2021,2,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Euros/m2 construït","2832.3",2021-04-01
"2042",2021,2,10,"Sant Martí",71,"Provençals del Poblenou","Total. Euros/m2 construït","3388.0",2021-04-01
"2043",2021,2,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Euros/m2 construït","2690.5",2021-04-01
"2044",2021,2,10,"Sant Martí",73,"la Verneda i la Pau","Total. Euros/m2 construït","2290.9",2021-04-01
"2045",2021,2,1,"Ciutat Vella",1,"el Raval","Nou. Euros/m2 construït","--",2021-04-01
"2046",2021,2,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Euros/m2 construït","4351.2",2021-04-01
"2047",2021,2,1,"Ciutat Vella",3,"la Barceloneta","Nou. Euros/m2 construït","--",2021-04-01
"2048",2021,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Euros/m2 construït","5949.3",2021-04-01
"2049",2021,2,2,"Eixample",5,"el Fort Pienc","Nou. Euros/m2 construït","--",2021-04-01
"2050",2021,2,2,"Eixample",6,"la Sagrada Família","Nou. Euros/m2 construït","3096.5",2021-04-01
"2051",2021,2,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Euros/m2 construït","5550.5",2021-04-01
"2052",2021,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Euros/m2 construït","--",2021-04-01
"2053",2021,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Euros/m2 construït","4871.6",2021-04-01
"2054",2021,2,2,"Eixample",10,"Sant Antoni","Nou. Euros/m2 construït","--",2021-04-01
"2055",2021,2,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Euros/m2 construït","--",2021-04-01
"2056",2021,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Euros/m2 construït","--",2021-04-01
"2057",2021,2,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Euros/m2 construït","--",2021-04-01
"2058",2021,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Euros/m2 construït","--",2021-04-01
"2059",2021,2,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Euros/m2 construït","5277.9",2021-04-01
"2060",2021,2,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Euros/m2 construït","3595.1",2021-04-01
"2061",2021,2,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Euros/m2 construït","3177.1",2021-04-01
"2062",2021,2,3,"Sants-Montjuïc",18,"Sants","Nou. Euros/m2 construït","3350.6",2021-04-01
"2063",2021,2,4,"Les Corts",19,"les Corts","Nou. Euros/m2 construït","5667.0",2021-04-01
"2064",2021,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Euros/m2 construït","--",2021-04-01
"2065",2021,2,4,"Les Corts",21,"Pedralbes","Nou. Euros/m2 construït","5948.3",2021-04-01
"2066",2021,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Euros/m2 construït","1536.0",2021-04-01
"2067",2021,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Euros/m2 construït","--",2021-04-01
"2068",2021,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Euros/m2 construït","--",2021-04-01
"2069",2021,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Euros/m2 construït","6575.4",2021-04-01
"2070",2021,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Euros/m2 construït","7726.3",2021-04-01
"2071",2021,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Euros/m2 construït","8219.2",2021-04-01
"2072",2021,2,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Euros/m2 construït","3919.8",2021-04-01
"2073",2021,2,6,"Gràcia",29,"el Coll","Nou. Euros/m2 construït","3442.5",2021-04-01
"2074",2021,2,6,"Gràcia",30,"la Salut","Nou. Euros/m2 construït","--",2021-04-01
"2075",2021,2,6,"Gràcia",31,"la Vila de Gràcia","Nou. Euros/m2 construït","--",2021-04-01
"2076",2021,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Euros/m2 construït","--",2021-04-01
"2077",2021,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Euros/m2 construït","--",2021-04-01
"2078",2021,2,7,"Horta-Guinardó",34,"Can Baró","Nou. Euros/m2 construït","--",2021-04-01
"2079",2021,2,7,"Horta-Guinardó",35,"el Guinardó","Nou. Euros/m2 construït","3033.0",2021-04-01
"2080",2021,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Euros/m2 construït","--",2021-04-01
